language,title,text,token_count,category,source,mixing_strategy
sr_bg_mix,Mixed_sr_bg_2,"марта 1924. године и тренутно се такмичи у Серији А. Клуб је настао као резултат спајања два дотадашња старија фудбалска клуба из Куритибе, Интернасионала (1912) и Америке (1914). == Биография == Роден в прилепското село Варош на 24 септември 1910 година. Става член на ЮКП през 1934 година. След това влиза и в Местния комитет на ЮКП за Прилеп, където се сприятелява с Мише Ивановски. године и тренутно се такмичи у Серији А. Клуб је настао као резултат спајања два дотадашња старија фудбалска клуба из Куритибе, Интернасионала (1912) и Америке (1914)",91,Mixed_Language,cross_language_augmentation,blocks
sr_bg_mix,Mixed_sr_bg_3,"Берис (фр. Покъщнина или традиционна покъщнина е важна съставна част от интериора на българската къща. Berd'huis) насеље је и општина у северној Француској у региону Доња Нормандија, у департману Орн која припада префектури Мортањ о Перш. Представлява съвкупността от всички предмети, задоволяващи нуждите на домакинството. По подацима из 2011. Социално-икономическият подем през Възраждането се отразява и върху вътрешната уредба на традиционната българска къща. године у општини је живело 1. Краят на XIX и началото на XX век е преход към съвременното жилище, уредбата и покъщнината му",86,Mixed_Language,cross_language_augmentation,alternating
sr_bg_mix,Mixed_sr_bg_4,"Након што су војске држава Балканских савезница освојиле највећи део територије балканских вилајета Османског царства, Аустроугарска је својим ратним бродом превезла Исмаиља Ћемалија у Драч у који му је дозволила искрцавање (после контроле његових путних исправа) грчка морнарица која је држала луку Драч под блокадом. Из Драча је Ћемали са групом Албанаца из Румуније одјахао у Валону. На путу ка Валони био је обавештен поруком једног комшије који је дошао да се сусретне са њим, да је заповедник гарнизона војске Османског царства издао наређење локалној жандармерији да га ухапсе и спроведу у његов штаб. От 1949 година преподава в Еврейския университет в Йерусалим, където през 1952 година защитава докторат върху гробниците в долината Кедрон. През следващите години се утвърждава като един от водещите израелски епиграфисти. Нахман Авигад умира на 28 януари 1992 година в Йерусалим. Да би избегли потеру Ћемали и његови сапутници из Букурешта су променили руту путовања и преноћили у суседном селу. Следећег јутра шеф жандармерије који је наводно добио налог да ухапси Ћемалија, донео му је телеграм од истог заповедника из Јањине којим се тражи од локалних власти да им дочекају са почастима и учине све да им помогну током њиховог путовања",195,Mixed_Language,cross_language_augmentation,blocks
sr_bg_mix,Mixed_sr_bg_5,"Шварцбах (њем. Кристо Хараламби, известен като Неговани (на албански: Kristo Haradhambi Negovani), е албански православен духовник, един от дейците на албанското възраждане в Македония. Schwarzbach) општина је у њемачкој савезној држави Бранденбург. == Биография == Кристо Хараламби е роден в 1875 година в търговско семейство от леринското албанско православно село Негован, тогава в Османската империя, от 1913 година - в Гърция, от което и носи прозвището си Неговани. Једно је од 25 општинских средишта округа Обершпревалд-Лаузиц. Завършва средно образование в Атина с гръцка стипендия. Према процјени из 2010. Емигрира в Браила, Румъния, където работи като пристанищен работник и влиза в контакти с дейци на албанското националистическо движение. у општини је живјело 759 становника. В Браила се научава да пише на албански",121,Mixed_Language,cross_language_augmentation,alternating
mk_sr_mix,Mixed_mk_sr_1,"Ватерполо е екипен спорт кој комбинира елементи од ракомет и пливање. Пријатељска утакмица је спортски догађај код ког се слабо или уопште не узимају у обзир статистика, рејтинг или примања играча и обично су без резултатског значаја. Учествуваат по две екипи со по седум играчи (еден од нив е голман). Како у индивидуалним тако и у екипним спортовима, служе да би се играчи припремили за учешће на неком такмичењу или почетку спортске сезоне у којој се такмиче. Со фудбалот, е најстариот екипен спорт кој се појавил на програмата на Олимписките игри, уште од 1900 година. Код екипних спортова имају улогу да тренер или менаџер тима изврши селекцију играча који ће наступати на надолазећем турниру или лиги. Целта на играта е да се постигнат повеќе погодоци во голот. У фудбалу, поред наведених разлога, на репрезентативном нивоу, пријатељске утакмице се одигравају и у слободним данима квалификација репрезентација",145,Mixed_Language,cross_language_augmentation,alternating
mk_sr_mix,Mixed_mk_sr_2,"=== Формална граматика === Во информатиката и лингвистиката, формална граматика е прецизниот опис на еден формален јазик: множество низи. Двете главни категории на формална граматика се генеративните граматики, кои се множество правила за генерирање на јазичните низи, и аналитичките граматики, што претставуваат множество правила за анализирање на низите со цел да се одреди дали низата му припаѓа на јазикот. Накратко, аналитичката граматика нè учи како да распознаеме кои низи му припаѓаат на множеството, додека генеративната граматика нè учи како да ги пишуваме само тие низи во множеството. За то време је радила у одбору за европске послове и у заједничком парламентарном одбору Кипра и Европске уније. Била је и алтернативни представник Кипра за европску конвенцију коју је сачинио европски устав. Између 2001. Гледиштето дека математиката не е ништо повеќе од генерирање на формални докази се нарекува формализам. Давид Хилберт ја основал метаматематиката како дисциплина која има за цел да ги обработува формалните системи",153,Mixed_Language,cross_language_augmentation,blocks
mk_sr_mix,Mixed_mk_sr_3,"Регата (италијански јазик regatta) е натпреварување во веслање, едрење или мотонаутика, кое се одржува на одредена стаза со старто и цел. у Париз на студије уметности и архитектуре, али је са деветнаест година напустила школу како би постала манекенка. Регата може да биде и од рекреативен карактер и подразбира заедничка пловидба на групи од луѓе на голем број на чамци, јахти и пловни објекти. Ћерка је италијанске концертне пијанисткиње Марисе Борини и индустријалца и композитора класичне музике Алберта Бруни Тедескија. Веслачката регата почнува со заедничко стартување на чамци од положба на мирување. Међутим, 2008. Исто е и со регата со кајак и кану на мирни води. године, Брунијева је за магазин Венити Фер изјавила је да је њен биолошки отац Бразилац италијанског порекла, магнат Маурицио Ремерт, тада млади гитариста који је имао шестогодишњу аферу са њеном мајком. Кајакарското натпреварување на диви води не се нарекува регата. Њена сестра је глумица и филмски редитељ, Валерија Бруни Тедески",156,Mixed_Language,cross_language_augmentation,alternating
mk_sr_mix,Mixed_mk_sr_4,"Толстој објавил во Лондон Дејли телеграф напис во кој ја обвинувал руската влада дека не прави доволно за селаните, што не им се допаднало на многу руски конзервативци. Додека Фјодоров споделувал со Толстој многу религиозни идеи, тој исто така бил црковен христијанин кој многу се грижел за православното обредување. Ова исто така било голем камен на сопнување меѓу нив. Женке су обично мање од мужјака. Улови ове рибе обично теже од 7 до 13 килограма и дуги су око једног метра. Ова риба ријетко прелази 15 килограма, а тек оне изнад 18 килограма су прави изузеци. === Фјодоров и Толстој === Лео Толстој имал највисоко мислење за Фјодоров. Тие биле прилично пријателски расположени и споделиле многу идеи во 1880-тите и раните 90-ти",122,Mixed_Language,cross_language_augmentation,blocks
mk_sr_mix,Mixed_mk_sr_5,"Државен пат 16 или ЕО16 (грчки: Εθνική Οδός 16) - пат во Егејска Македонија, Грција. Андрула Василиу (енгл. Го поврзува градот Солун со гратчето Ерисово на полуостровот Халкидик. Androulla Vassiliou; 30. Почнува од Солун, образувајќи како булевар ""Георгикис Схолис“ со по три ленти во секој правец, и минува низ поважните трговски подрачја на градот. новембар 1943) је кипарска и европска политичарка. Потоа се стеснува на две ленти, по една во секој правец. Између марта 2008. Има вкупна должина од 132 км. и фебруара 2010",84,Mixed_Language,cross_language_augmentation,alternating
kk_ky_mix,Mixed_kk_ky_1,"Суринам (нидер. Футбол боюнча Европа чемпиондугу 2020 (кыск. Suriname, [ˌsyːriˈnaːmə], Үлгі:Lang-srn), ресми атауы Суринам Республикасы (нидер. «Евро-2020») - 16-жолу УЕФА тарабынан уюштурулуп жаткан футбол боюнча Европа биринчилиги. Republiek Suriname, Үлгі:Lang-srn) - Оңтүстік Американың солтүстік-шығысында орналасқан мемлекет. Бул турнир 2021 жылы өткөрүлөт. Суринам Гайанамен батыста, Француз Гвианасымен шығыста және Бразилиямен оңтүстікте шектеседі. Ал 2020-жылдын 12-июнунан 12-июлуна чейин өтүшү керек болчу, бирок COVID-19 пандемиясынан улам, бир жылдан кийин, 2021-жылдын 11-июнунан 11-июлуна чейин өтөт. Ал солтүстікте Атлант мұхитымен шайылады. Ошол эле учурда, Токиодогу Жайкы Олимпиада оюндары сыяктуу эле, турнир 2020-жылды көрсөтүү менен баштапкы атын сактап калган",93,Mixed_Language,cross_language_augmentation,alternating
kk_ky_mix,Mixed_kk_ky_2,"== Гидрологиясы == Аңғары тау аралығында шатқалды. Арнасы тік жарлы, 4-5 м. Жер асты, жауын-шашын суларымен толығады. Мында жогорку температурада бышыруу жана басым менен иштетүү технологиялары колдонулат. Порошок металлургиясы технологиясына төмөнкү операциялар кирет: алгачкы металл порошогун алуу жана алардан белгилүү химиялык курамдагы шихтаны (бирикмени) даярдоо; порошок шихтасын белгилүү формага жана өлчөмгө келтирип калыптоо; аны бышыруу (б. а. == Гидрологиясы == Аңғары тау аралығында шатқалды. Арнасы тік жарлы, 4-5 м",69,Mixed_Language,cross_language_augmentation,blocks
kk_ky_mix,Mixed_kk_ky_3,"Ұлытау- Ұлы Даладағы қазақ этносының қалыптасу тарихымен мейілінше терең байланысқан аймақ. Арамейлер - батыш семит тилдеринде сүйлөгөн Алдыңкы Азиядагы байыркы семит эли. Көшпенділер мәдениеті жайлы: «Көшпенділер өз кезеңінде дүниеге шалбар мен ертоқымды алып келді. Биздин заманга чейинки 2-миң жылдыктын ортосунда Аравия жарым аралынын түндүк-чыгышын мекендешкен. Осы аса маңызды «өнер тапқыштық жаңалықтардың» екеүі де көшпенділер әлемінде жасалғаны ешқандай күмән тудырмайтын ақиқат. Болжол менен биздин заманга чейинки 1360-жылы ассириялык-вавилондук жазма булактарды Дильмундун (Бахрейндин) коңшулары катарында эскерилет. Бұл «Өнертапқыштық жаңалықтар» кез келген данышпындық секілді өте қарапайым. 1350-жылдары Арамейлер түндүк-батышка журт которуп, жаңы ээлеген аймактарды эки жамаатты негиздешет. Тарихи түп-түбіріне үнілсек, көшпенділер бүкіл әлемдегі, жер бетіндегі адамзат атаулының бұттарын жапқызған және кезі келгенде атқа мінгізген»,-деп кесімді пікір айтқан еуразиялық қозғалыс манифистінің авторы,аса ірі гуманист-ғалым П. Алардын ахламейлер деп аталган бир бөлүгү Евфраттын ортоңку бөлүгүндө отурукташкан",131,Mixed_Language,cross_language_augmentation,alternating
kk_ky_mix,Mixed_kk_ky_4,"Айналым қаржысының нормативі барлық мемлекет кәсіпорындар мен ұйымдарда айналым қаржысын нормалау туралы негізгі ережеге сәйкес есептеледі. Айналым қаржысының нормативінде кәсіпорындардың негізгі қызметін бірге шаруашылық әдіспен жүргізілетін күрделі жөндеуге, көмекші өндіріске тағы басқа мұқтаждарға қажетті қаржылар да есепке алынуы тиіс. Бұрын кәсіпорындардың өндірістік қорына, аяқталмаған өндіріске, дайын бұйымдарға тағы басқа қажетті айналым қаржысының мөлшерін жоғарғы мүшелер белгілейтін. Командирликке Кыргыз ССРинин аскер комиссары, генерал-майор И. В. Панфилов дайындалган",66,Mixed_Language,cross_language_augmentation,blocks
kk_ky_mix,Mixed_kk_ky_5,"Хадис уә Хаят - 2011 жылы Алматы қаласы «SIYAUSH» баспасында басылып шыққан кітап. Арагац чокусу (түрк тилдеринде - Арагёз) - Армян тайпак тоосунун эң бийик жери, Армениянын аймагында. Кітап авторы/құрастырушысы - Шәйх Мухаммад Садық Мухаммад Юсуф, аударған И. Бийиктиги 4090 м. Сатыбалдыұлы. Кратери мөңгү циркине айланган өчкөн жанар тоошондой Чакан мөңгүлөрү бар. Беттер саны - 240. Тоолуу жайыт. Қазақстан Республикасының Ұлттық мемлекеттік кітап палатасынан тіркелу кезінде берілген ISBN нөмірі - 978-601-80168-0-6. Түштүк капталында Бюрокан астрофизика обсерваториясы жайгашкан",77,Mixed_Language,cross_language_augmentation,alternating
tt_ba_mix,Mixed_tt_ba_1,"География (грек. тауышлы йыр хас. γεωγραφία, γεια - Җир шары һәм γράφω - язарга, тасвирларга, гарәп. Шуның менән бергә, Латин Америкаһының һәр иленә генә хас креол музыкаһы биҙәктәре бар. جغرافية) - табигый һәм территориаль хуҗалык комплексларын һәм аларның компонентларын өйрәнүче фәннәр тупламасы. Боливияла самакуэка (куэка[en]), гато маринера[en] тигән креол бейеүҙәре, тристе һәм ярави[es] тигән лирик йыр жанрҙары таралған. Элек бу төшенчәне белдерү өчен татар телендә ""җәгърафия"" сүзе кулланылган. Креолдарҙың типик музыка ҡоралы булып 6 ҡыллы испан гитараһы хеҙмәт итә. География урындагы, төбәк һәм глобаль кимәлдә җәгърафик мөхит компонентларының урынлашу канунлыкларын, кеше һәм табигать бәйләнеше процессларын, җәмгыять һәм табигатьне файдалануның территориаль оешмасының гыйльми нигезләрен, җәмгыятьнең тотрыклы үсеше кануннарын өйрәнә. Шулай уҡ арпа диатоник арфаһы һәм чаранго гитараһы осрай",117,Mixed_Language,cross_language_augmentation,alternating
tt_ba_mix,Mixed_tt_ba_2,"Ногман Мусин, Ногман Сөләйман улы Мусин (баш. Ногман Сөләймән улы Мусин, 1931 елның 17 июле, СССР, РСФСР, БАССР, Макар районы, Колгына - 2021 елның 31 октябре, РФ, БР, Уфа) - язучы, журналист. БАССР атказанган мәдәният хезмәткәре (1981), Салават Юлаев премиясе лауреаты (1991), Башкортстанның халык язучысы (2001). Бер яҡ та икенсеһен еңә алмай. Шул саҡта Македонский шаһтың хеҙмәтсеһенә хужаһын ауыр йәрәхәтләһен өсөн затлы әйберҙәр вәғәҙә итә. Әсиргә алынған шаһҡа Александр былай тип әйтә: «Аллаға шөкөр, һин минең ҡулдан түгел, ә үҙ хеҙмәтсеңдең ҡулынан үләһең»,- тигән",84,Mixed_Language,cross_language_augmentation,blocks
tt_ba_mix,Mixed_tt_ba_3,"Велли-Веллс - Америка Кушма Штатларының Калифорния штатында урнашкан халык санын алу урыны (ингл. Кешеләр (латинса таксономия буйынса Homo sapiens, йәғни «хикмәт эйәһе/аҡыллы кеше» булараҡ билдәле) - Приматтар тәртибенән Гоминидтар ғаиләһенән Кешеләр ырыуынан бөгөнгө көндә йәшәүсе берҙән-бер биологик төрө. census-designated place, CDP). Анатомик төҙөлөшө буйынса хәҙерге кешеләр Африкала яҡынса 200 000 йыл элек барлыҡҡа килә, хәҙерге ҡиәфәтенә тулыһынса 50 000 йыл элек ирешә. == Географиясе == Велли-Веллс халык санын алу урыны мәйданы - 10,737 квадрат миль,27,809041 км² (1 апрель 2010). Кешеләр үҙ мөхитен аңларға һәм уның торошона тәьҫир итергә теләктәре менән, фән, фәлсәфә, мифология, һәм дин күҙлегенән сығып, феномендарҙы аңлатырға һәм үҙгәртергә тырышыуҙары менән айырыла. Статистик яктан аерымланган урынның чикләре хокукый статуска ия түгел. Был тәбиғи ҡыҙыҡһыныусанлыҡ киләсәк быуындарға мәҙәниәт юлы менән тапшырыла алған комплекслы ҡоралдар һәм һәләттәрҙе үҫтереүгә килтергән; кешеләр ашамлыҡтарҙы бешереү өсөн ут яҡҡан, шулай уҡ кейемдәр кейгән, һәм күп төрлө башҡа технологиялар һәм сәнғәттәр булдырған һәм ҡулланған берҙән-бер билдәле әле йәшәп килгән төр. Диңгез дәрәҗәсе өстеннән 1749 Фут биеклектә урнашкан. Кешеләрҙе өйрәнеүсе фәнни белем өлкәһе антропология тип атала",170,Mixed_Language,cross_language_augmentation,alternating
tt_ba_mix,Mixed_tt_ba_4,"1990, 2 август - Гыйрак Күвәйтне басып ала. 1991, январь - февраль - Күвәйт нефтенең төп сатып алучысы булган АКШ, коалиция төзеп, Күвәйтне азат итә. Гыйраклылар бик күп карамай чыгару җайланмаларына ут төртеп китәләр. 2015 йылда Францияның Дәүләт советы Хартияны ратификациялау тураһындағы закон проектын кире ҡағыусы консультатив һығымта баҫып сығара. Словакияла илдең венгр аҙсылығы талап иткәнсә - 10 % түгел, 20 % планкалы венгрҙар компакт йәшәгән регион ғына ратификация үткән. ПАСЕ 2007 йылда Грецияны, Ирландия һәм Латвияны Хартияға ҡул ҡуйырға һәм ратификацияларға, ә Исландия, Мальта һәм Италияны Хартияны ратификацияларға саҡыра. 1927 - Күвәйтнең әлегәчә үзгәрүсез сакланып калган чикләре билгеләнә. 1961, җәй - Британияның соңгы гаскәрләре Күвәйттән чыга",107,Mixed_Language,cross_language_augmentation,blocks
tt_ba_mix,Mixed_tt_ba_5,"Ка Реҗини - Италиянең Венеция төбәге Портогруаро өязендә урнашкан торак пункт. Хэыль-Кикя - Рәсәй йылғаһы. == Географиясе == Ка Реҗини Италиянең төньягында, Падан тигезлегендә, Италия башкаласы Римнан төньяк-көнчыгышка таба урнашкан. Ямал-Ненец АО, Красноярск крайы биләмәләрендә аға. == Климаты == Биредәге җирләргә Урта диңгез климаты хас, җәй чагыштырмача коры һәм кызу, эссе, ә кыш - йомшак. Йылға Толька йылғаһының уң ярына тамағынан 160 км өҫтәрәк ҡушыла. == Әдәбият == Gino Moliterno, ур. Йылға оҙонлоғо 23 км. (2003). == Һыу реестры мәғлүмәттәре == Рәсәй дәүләт һыу реестры мәғлүмәте буйынса йылға Түбәнге Обь һыу бассейны округында урынлашҡан, һыу хужалығы участкаһы - Таз йылғаһы",100,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_1,Циртоподиум (лат. Анципити (латин Ancipitia ) - Орхидея котырса быдмӧг увтыр. Cyrtopodium) - Орхидея котырись (Orchidaceae) быдмас увтыр. Сійӧ быдмӧ Лунвыв Америкаын. Циртоподиум увтырӧ пырӧны 40 вид. == Сикасъяс == Ancipitia anceps Ancipitia anthrax Ancipitia caniceps Ancipitia caprina Ancipitia condorensis Ancipitia crocodiliceps Ancipitia cypelligera Ancipitia driessenii Ancipitia dunstervillei Ancipitia duplex Ancipitia eumecocaulon Ancipitia furcifera Ancipitia glochis Ancipitia gratiosa Ancipitia harpago Ancipitia inornata Ancipitia jimii Ancipitia londonoi Ancipitia membracidoides Ancipitia niveoglobula Ancipitia odobeniceps Ancipitia onagriceps Ancipitia praecipua Ancipitia solium Ancipitia spathulipetala Ancipitia tetragona Ancipitia viduata Ancipitia vorator. Циртоподиум пантасьӧ Америкаын. == Виддэз == Cyrtopodium aliciae L,95,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_2,"Вожьясянгыжаэз (лат. Коржа (рочӧн Коржинский) - Коми Республикаын Луздор районысь Лойма сикт овмӧдчӧмин улӧ пырысь посёлок. Artiodactyla) - нимӧтчиссез классісь пода чукӧр. == География == Посёлок пукалӧ Луз юлӧн шуйга берегас. Вожьясянгыжаэз чукӧрӧ пырӧны 220 вид. Коржасянь Лойма шӧрсиктӧдз 23 км, Абъячой юрсиктӧдз 119 км. == Систематика == чукӧрув : Suina - Порссез котыр : Suidae - Порссез котыр : Tayassuidae - Керöсiсь порссез котыр : Hippopotamidae - Ювöввез чукӧрув : Tylopoda - Гадькокаэз котыр : Camelidae - Нöбалiссез чукӧрув : Ruminantia - Сöскиссез котыр : Tragulidae - Порськöррез котыр : Giraffidae - Кузьголяэз котыр : Moschidae - Мусккöррез котыр : Antilocapridae - Вожасюраэз котыр : Cervidae - Кöррез котыр : Bovidae - Кыксюраэз. == История == 1930-ӧд вося списокын нимыс оз паныдасьлы. 1940-ӧд воясся инним мусерпасъяс вылын ӧнія посёлок инын некутшӧм керкаяс абу пасйӧма, но Луз ю кузя неуна вылынджык (Киров обласьтын) индӧма Кондово баракъяс. 1940-ӧд воясся инним мусерпасъяс вылын ӧнія посёлок инын некутшӧм керкаяс абу пасйӧма, но Луз ю кузя неуна вылынджык (Киров обласьтын) индӧма Кондово баракъяс",169,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_3,"Ӧтӧ́пка - Перем ладорись Коми кытшын, Кӧчладор районісь Пелым посадмуын грезд (деревня). Ид (латин Hordeum) - тайӧ быдмӧг. == География == Ӧтӧпкаыс сулалӧ Кӧч посадсянь ойвылӧ 20 км ылынаын, Пирогопос шор шульга ладорын. == История == Важ Египетын идысь вӧлі пӧжалӧны нянь. === Ордча грезддэз === Ӧтӧпкасянь лунвыв-рытвылын куйлӧ посадмуись шӧрин Пелым, ойвылас - Вершинин да Москвин. Важ египтяна вöлi шуӧны ид йит. Лунвыв-асыввылын сулалӧ йӧзтӧм Карчинск. === Ид Важ Египет иероглифъясын === Египет: (/йит/ - ""ид"") - вӧдитӧм идеограммаяса гижӧд Египет: 𓇡𓇣, (/йит/ - ""ид"") - быдмӧг идеограммаяса гижӧд Египет: (/йит/ - ""ид"") - шыпасъяса гижӧд === Ид Важ Месопотамия иероглифъясын === 𒊺 - миян эраӧдз 2200 воын гӧгӧр , - миян эраӧдз 650 воын гӧгӧр Шумер: 𒊺 (/шэ/, /шэ'у/, /шэу/ - “ид, тусь, туся нянь, сю”) ; Аккад: 𒊺 (/шэʾу/ - “ид”) ; Шумер: 𒊺 𒋼𒀀 𒊏 𒅅 𒆷 (/ŠE. == Лыддьöтан == Коми-Пермяцкий национальный округ. KAR",149,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_4,"Где ты живёшь: Населённые пункты Республики Коми. - Сыктывкар: 2000. Историко-культурный атлас Республики Коми. Cygnus X-1 пырӧ массивнӧй бинарнӧй системаӧ, коді меститчӧма Шондісянь матысса 6070 югыд во сайын (кык пӧв ылынджык кандидат сьӧд дырйи система V616 Monoceros дорысь). Сылӧн ӧти компонентыс - сьӧд нюр, кодлӧн массаыс 14,8 шонді гӧгӧр. Системаӧ пырӧ сідзжӧ вежласьысь гӧрд супергигант, пасйӧма HDE 226868, массаыс 19 шонді масса гӧгӧр. - Сыктывкар: 2000. Историко-культурный атлас Республики Коми",70,Mixed_Language,cross_language_augmentation,blocks
koi_kv_mix,Mixed_koi_kv_5,"Удораса (кз. Шаблон:Серпасыс абу Пахорукова Вера Васильевна (1937-2020) - перым коми гижысь, перым коми литература туялысь. удорасаяс нето удорачи) - коми отир, кöдна олöны Ву да Мозын ю йыввезын. == Олан туй == Вера Пахорукова чужӧма 1937-ӧд вося йирым тӧлысь 20-ӧд лунӧ Перым Коми кытшысь Юсьва районса Улыс Волпадор грездын. Удорасалöн олан муэз куйлöны Коми Республикаись Удора районын. Батьыс, Василий Фёдорович, вӧлӧма школаса директорӧн, а мамыс, Нина Дмитриевна, уджалӧма изба-читальянын. Этія коми группа аркмöма ХІІІ-ХVІ нэммезö. 1951-1955-ӧд воясын велӧдчӧма Кудымкарса педагогика училишӧын. Медодз комиэз локтöмась Ву да Пиньöг дорö ХІІІ-ХVІ веккезö Эжва катытсянь, Мозын йылö ХVІ нэм одзза джынын Емвасянь. 1960-ӧд воын помалӧма Перым канмуса педагогическӧй институтын филология факультетысь коми-перым-роч юкӧн",111,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_6,"Гижны да печатайтчыны пондіс 1937 восянь. Олан сьӧрна лэдзис 530-ся унажык кывбур, кынымкӧ висьток учӧт челядьлӧ да литература пасйӧттэз. Быдӧссӧ петіс кывбуррезӧн 13 небӧг, ныись ӧкмыс - ас кыв вылын: 1948: Стиххез 1953: Вӧр Песня 1955: Гожум 1965: Миян Челядьлӧ 1965: Лирика 1971: Удж да Песня 1975: Олан Туй Вылын 1980: Югыт Шоррез 1986: Вӧрын Туёк. == Наградаяс == Коми Республикаса культураын нимӧдана уджалысь (1994) == Öшмöсъяс == Кулӧмдінса овмӧдчӧминъяслӧн небӧгаин сайт Коми муӧй, став сьӧлӧмӧн ме тэкӧд. : Литературнӧй памятка / Сост. Ю. Уджаліс округись газетын, веськӧтліс небӧг лэдзанӧн, вӧлі округись асладор музейын наука уджалісьӧн. Сійӧ босьтісӧ СССР-ись гижиссез йитӧтӧ",101,Mixed_Language,cross_language_augmentation,blocks
koi_kv_mix,Mixed_koi_kv_7,"Гонгора (лат. Сицил кыв (lu sicilianu) - роман кывъясысь ӧти, матіса итальянлань, Сицилия ді вылын, лунвыв Калабрияын, Апулияын да Кампанияын (ӧні Италия) чужан кыв. Gongora) - Орхидея котырись (Orchidaceae) быдмас увтыр. == Сицил анбур == А сідзжӧ: DD, DR, TR, RR, STR, FL == Лыдакывъяс == 1 - unu 2 - dui 3 - tri 4 - quattru 5 - cincu 6 - sei 7 - setti 8 - ottu 9 - novi 10 - deci 11 - ùnnici 12 - dùdici 13 - trìdici 14 - quattòrdici 15 - chìnnici 16 - sìdici 17 - dicisetti 18 - diciottu 19 - dicinovi 20 - vinti 21 - vintunu 30 - trenta == Сицилӧн буркыв == Patri nostru, chi siti 'n celu, Sia santificatu lu vostru nomu, Vinissi prestu lu vostru regnu, Sempri sia fatta la vostra Divina Vuluntati Comu 'n celu accussì 'n terra. Гонгора увтырӧ пырӧны 65 вид. Dàtinillu sta jurnata lu panuzzu cutiddianu E pirdunàtini li nostri piccati Accussì comu nui li rimittemu ê nostri nimici E nun ni lassati cascari ntâ tintazzioni, ma scanzàtini dû mali. Гонгора пантасьӧ Медшöр да Лунвыв Америкаын. Amen. == Виддэз == Gongora aceras (Эквадор). == Ыстӧдъяс == U situ web pa valurizzaziuni i prizzaziuni du sicilianu",205,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_8,"Покча - Перем ладорись Чердын районын посад, Покча посадмулöн шорин. Кöркöся коми оланін. == География == Покча посад сулалö Покча юлöн Колваö усянін дынын, Чердынсянь ойвылö куим километра ылынаын. Административно-территориальное и муниципальное устройство Республики Коми (на 1 августа 2006 г. ) Издание шестое, официальное / ГУ «ТФИ РК». - Сыктывкар, 2006",51,Mixed_Language,cross_language_augmentation,blocks
koi_kv_mix,Mixed_koi_kv_9,"Март (тулысодз) 13' лун - Григорий лунлыддян сьöрті, волöн 72-öт лун (воыс кö кассяна - 73-öт лун), во помöдз кольччö 293 лун. Муезерский ( роч Muezerskiy , карел Muejärvi , суоми Muejärvi / Muyojärvi ) - тайӧ Рочмуын кар типса посёлок Карелия Республикалӧн шӧр юкӧнсянь рытыввылын. == Отир казялöмась == The New York Times (Нью Йорк Таймз) - Этія лунö (ингл. Сiйö Мюэзерскöй районлöн административнöй шöрин да медся ыджыд овмöдчöмин, а сiдзжö Мюезерскöй кар овмöдчöминлöн шöрин да сылöн öти овмöдчöмин. ). == История == Посёлок артмис XVI нэмын кыдзи Муэзеро сикт. Мöд мирöвöй война дырйи сиктсö бырöдiсны. Мöд мирöвöй война дырйи сиктсö бырöдiсны. 1962 воын сиктсӧ Суоярвикӧд йитӧма Рытыввыв Карелияса кӧрт туй. 1962 воын сиктсӧ Суоярвикӧд йитӧма Рытыввыв Карелияса кӧрт туй",121,Mixed_Language,cross_language_augmentation,alternating
koi_kv_mix,Mixed_koi_kv_10,"Вангерия (лат. Шан кыв (လိၵ်ႈတႆး [lik. Vangueria) - марена котырись корья пу увтыр. táj], ၵႂၢမ်းတႆး [kwáam. Вангерия увтырӧ пырöны 121 вид. táj], ၽႃႇသႃႇတႆး [pʰàː. Вангерия пантасьӧ Африкаын. sʰàː. == Виддэз == Vangueria apiculata K. táj]) - тайӧ Мъянмаын, Китайын, Лаосын да Таиландын тай-кадай кыв, Шан асвеськӧдлан обласьтын (ӧні Мъянмалӧн регион) официал кыв",52,Mixed_Language,cross_language_augmentation,alternating
udm_koi_mix,Mixed_udm_koi_1,"Н. Мадьяр кыв (рочӧнжык венгерскӧй кыв, мад. М. magyar nyelv) - урал котырись угор группаӧ пыртана кыв. Карамзинлэн «Российской Государстволэн Историез» книгаын пусъёмын: туала Киров котырысь музъемъёс вылын 1174-тӥ арын ӟуч адямиос интыяськизы. Мадьяр кыв видзӧ каналан статус Мадьярмуын. 1374-тӥ арын Новгородысь ушкуйникъёс Вятка гурт кылдыто, котырыто сое йылсам юбоослэсь лэсьтэм кенерен. Медматынӧсь мадьяр кыв понда лоӧны йӧгралӧн кыввез: ханты да маньси. 1391-тӥ арын Бектут бигер ханлэн кивалтэмез улсын гурт быдэсак сутэмын вал. Сэсся коми да удмурт кыввезкӧт уна ӧткодьыс, мыля мадьяррес важынсянь вӧлісӧ топыт йитӧттэзын перым йӧзкӧт",88,Mixed_Language,cross_language_augmentation,alternating
